words,sentiment_coeff
plus,74.75867768022857
later,-73.47800989490764
style,-70.70008318964068
remind,-75.67315442687963
friday,-65.4293883126052
congrat,-60.683289239680015
group,77.76069594827587
absolute,73.19319174331996
eurovillage,65.92355562807704
shame,-72.55312063837631
english,-74.32340334515727
meme,62.74603446766174
united_music,68.42494482425434
german,75.7035306613009
enter,-68.05736356506131
radio,-71.9523945437829
choice,73.45120561340678
instead,-79.42770700365467
fix,63.41173354735714
online,-75.32335484884103
edition,62.770927178800555
sleep,70.47046097944343
bennett,-67.9248943085691
design,70.87100150589383
business,-81.08895692769738
lyric,71.92130209334753
ahead,-77.19103078428417
czechia,61.0859167288279
dream,65.90596504476059
hell,-66.79576011716358
pass,72.8785979932134
repeat,64.85705686229105
seriously,70.55918080234767
future,-70.59308070131318
ill,-64.99884252934677
project,-77.6628520237864
success,-69.55373104642614
british,71.87819068482726
malta,64.37032903612916
sit,72.73696817477442
carpet,66.17600483412923
prepare,-71.64535268842954
rehearsal_clip,67.76247262835999
eye,66.80091642847493
good_morning,67.27841768065792
date,-69.42010885010149
inspire,78.37008755595679
legend,63.34535594733367
question,-64.22970021635902
react,-60.592874939190175
pay,-70.89407194116069
spot,-67.65512349629735
kid,69.92425713733597
deliver,-77.18295270412376
yeah,66.156494297372
lordofthelost,-58.9765587135135
culture,-77.76716348962536
present,68.91490785780692
kick,70.30439144025922
old,66.38356368460192
deserve_win,-70.12219111322779
gay,66.75229103493398
cool,-68.4942496270442
come_second,-72.46053018466235
kalush_orchestra,71.35925730959191
compete,73.28193611515263
pic,-62.48505896367715
busy,-70.89965175330964
mind,69.1071134978181
carpe_diem,72.51215088704431
french,64.39213370570516
street,72.05069035904206
possible,-68.14043434367169
rd,-72.39147327110769
low,-72.05512420389829
year_ago,60.896203552033
atmosphere,70.62974168329052
release,63.18259078815552
message,74.80887927048296
political,-71.84533141323551
green,-78.85730400703017
local,71.27655223501952
forever,68.50633841915369
russia,-79.13131553557102
box,-73.85299055108207
hot,-75.28446057536075
georgia,-63.27988236362297
nail,-70.09324402738088
hand,-71.75253432085812
icon,-66.4907674846749
class,-71.30227813984503
tuesday,-71.14901998822633
exclusive,-68.16388876503977
de,76.20172637429977
th_anniversary,66.32795325943508
involve,-72.90704722753112
san_marino,-65.31871032521285
fair,-67.3292000104505
red,-77.04094320795333
promise,-70.48236401967914
school,-76.66271370764822
kinda,-70.42113529158247
future_lover,-69.61105656819052
save,75.24234661226336
spend,72.63978936440482
despite,72.07857228569539
mimicat,-66.87940281325875
lazarra,65.43618850319733
small,73.2750493570281
offer,74.18618349956141
production,68.08421291267956
azerbaijan,62.763766219074384
plan,-71.41583456512933
compare,66.56430992554532
match,-85.19468461856404
drop,-71.28765387324755
realise,71.53148288352043
train,-69.67494574729707
viral,68.7817005692225
wiwilushlounge,67.48021997262582
episode,-66.41696491570711
case,78.42817393693731
respect,73.9365140530198
manage,-63.3185652933351
serve,61.72111489753963
million,-79.11864441707635
bridge,-62.083747302710535
marcomengoni,60.57732870464646
scream,68.08509529990152
good_luck,65.98368022500618
continue,75.54922970632403
totally,67.91865617469949
complete,72.12090360470867
mad,66.6941854965838
bejba,66.34632828687016
channel,70.99882040023266
prediction,65.31607311500727
powerful,66.2147659126237
sundayvibe,75.81676290753761
piano,68.1302699376442
italian,-67.01441762816913
viewer,77.43135898500523
steal,-64.91151239487877
opportunity,64.24430496916418
ll,-69.9756589873943
spirit,-69.24459264563062
problem,-63.22691135729671
exciting,61.26849403096137
total,81.41726932239098
white,-75.5158115998383
weird,66.90781879236503
bar,-67.0217916556535
ebu_sarah,-60.177115188295865
overall,74.48772110721458
hair,-72.64462628190469
eurolearn,-63.10952216791577
f,-74.31476023706306
btw,69.64460293397204
gt,68.87355578602866
crazy_party,-56.316009631106006
allow,66.98747349618462
mood,-59.443970077573724
fail,66.22435411924066
award,-73.1955149285399
language,-68.1778388003368
age,72.79368955242496
scene,-65.38833587181998
pier_head,-58.15525494298218
consider,66.70627965224574
britain,64.4198759268679
latvia,61.56701502470868
iru,-61.692319218157124
worth,72.62705861779719
stunning,59.94252688218369
wtf,63.98156884675333
life_helsinki,-62.849199287364975
cheer,68.87459258867209
film,-67.8575870638752
laugh,-68.7698241886015
samo_mi,-76.25315474394657
karnatakaelectionresult,71.09313656208516
journey,-62.961845701453385
snippet,64.39427313813742
super,65.66847578887463
chat,-71.142934211988
fake,70.66562324742138
shock,59.575954010434344
stockholm,-58.40350662474345
step,-70.1103164110819
position,-70.18981063073717
musical,-76.59191307038928
drink,-56.74757949465705
camera,-73.04527456392188
melodifestivalen,-61.16852186095293
th_place,60.22025333420653
participate,68.23236648295901
past,72.63722788294729
smile,-66.0856509902123
monday,69.80399529234153
article,60.971121719546225
brunette,61.49079342599193
nft,78.23443637758584
disappoint,65.97488734059549
room,-74.19653020157175
se_spava,72.27333725562757
album,-68.73638295528667
politic,-71.41736784544783
build,71.86881361483103
l,79.75898240310076
face,-62.82692143289674
list,-69.70714522877971
surprised,-61.16940331692784
singing,-61.51425475073874
guest,-79.0894513199512
luke_black,-66.09254484127793
lucky,64.67044944715889
hype,70.86160902302325
hall,72.21083306294045
denmark,-67.03730611847394
remain,-74.9665790222581
hashemi_ebu,-63.7841966566221
fit,68.13855708265909
shoot,65.8150003392813
form,72.41132412755601
eurovisionsongcontest,71.74513031030185
true_winner,-56.62184346448933
entire,-68.79842928870379
level,-71.57374584697143
bc,-59.87437626760086
queencharlotte,-78.45131965791506
system,66.76215554450665
stuff,66.42592159281898
reminder,-72.00745669441339
note,-64.20134944772545
fav,-64.05871992019165
imrankhan,-79.4739372017392
actual,65.8751722528483
joke,-68.01341239949734
eat,74.15496974166491
space,71.58347024137305
kaarija_chachacha,59.797919799651986
second_time,60.8264354034149
guide,-64.9917039280858
travel,72.71040434952175
poll,62.28809276784503
impact,76.77208068920447
graham_norton,65.3369996163629
lmao,66.20509084683277
account,72.50180085392873
report,-79.67289932768182
liverpool_songbook,-57.668558484763906
effect,-69.24503703909286
job,-71.84689545321902
twice,66.46694463509294
line,72.68685418513799
baby,-71.23073772283279
e,68.5314104230627
fall,-68.83740478647383
lisa,75.35603653263999
break_broken,-73.05085318184044
sell,71.3411273443422
safe,-66.75339282960722
colour,-70.53918708019818
little_bit,64.38533684560151
edit,66.93670367866847
thought,-63.02643886964266
glitt,66.7010715900494
die,-72.21922358708312
near,78.59033241458258
stick,65.54359325201793
representative,-73.32952664117941
issue,69.10941373812919
la,77.60372567649598
rrvsrcb_mothersday,-78.07984766280708
preview,-70.12620072040522
like_animal,69.15917821232063
eurovisionvillage,61.89825350824689
air,-70.93160726232868
rrvsrcb,-77.20436988169448
euro,-66.30488913466866
click,-76.298052930566
rule,-72.4587381642138
outside,-67.80661977193661
magic,68.34254201118361
service,74.76495588714143
recap,60.35215428802698
peace,72.85866407213703
coverage,-67.38858793026023
massive,-71.20063552861787
medium,-75.59135977680401
point_australia,-50.58147658695491
metal,-64.4075686802574
festival,-66.73469529187953
sayim,66.45277526329382
poor,68.13054545022783
explain,60.83862305456718
unitedbymusic_myeurofreak,59.5076308310285
bop,-61.73288688674741
damn,-59.10359152856987
ebu_chloe,-70.86376644651335
uk_entry,62.67217718426803
hrs,-79.0269929369377
look_amazing,-62.30950343420686
simply,73.2004207179751
unique,66.77612645517853
block,-65.75818102242661
live_update,-56.41643603628591
blood_amp,-64.27430184165041
lie,65.62488219976878
piece,-67.37490066456316
content,-66.70047533719358
etc,73.06715445978531
kill,-71.56160848481048
pink,-66.44084230796769
land,-63.80710111139569
value,-66.0336920305539
food,-72.65909962148285
copy,66.87431688900618
short,-66.75513734693085
tbh,64.36967939630136
boss,-61.497486795377526
imo,-65.48173886875276
grow,-68.43326124366274
launch,68.57333580406566
eaea,63.953295532974316
attend,-67.30903378690005
rt,72.61154191348271
wild,69.94574115199144
bitcoin,78.1408013196375
answer,-65.52607144768488
chachacha_krij,-56.82250521087526
mother_day,71.13287350202704
bbceurovision,-73.07201425863273
eu,-66.8155889613434
rise,-81.11911987082095
jury_voting,-56.88763088837168
broadcast,64.96622535309625
usa,68.43488417739975
rrvrcb,66.40175534736625
discuss,-71.60529797743706
platform,69.3061509938104
national_final,74.22833208071604
career,68.34649564089797
average,71.35272796579815
dilj,-70.26359907337365
quick,67.2328667151763
current,64.52280856388994
beatle,-73.46714915340962
postcard,-69.7098537181057
arsenal,-73.38009922496633
behalf_ukraine,65.42149579571785
teya_amp,-66.96049601384321
popular,65.02202000118683
se,74.26222758234273
eurofestival,-65.9491595552008
information,69.80594101510077
carry,62.97083937492091
tour,82.12792464421841
blood_glitt,-65.18226471528583
nation,72.24343659567167
anymore,-63.49820400410055
throw,64.1711404932711
everybody,55.0923328425878
predict,-63.257035332352224
thursday,62.80856718480634
fab,59.27371478701127
jokerout,-57.44296934663037
pls,63.66932722903855
polish,67.87285689200912
press,-67.88275984630096
detail,-68.66561044783643
videmment,-60.93559011744723
personal,65.79295574543114
dancing,-71.1007627417265
cute,-69.2899750452877
obviously,65.39908788491684
grab,-71.10590906427363
official_music,56.60110093479807
apparently,68.42960658932249
creative,-74.63167005362536
human,-75.19817839267006
fight,-65.0652149318299
memory,61.96892189776962
discover,-66.59893876653845
confirm,-71.7896860858332
catchy,61.59018809791584
mom,-67.84019793855312
upset,-57.59492148033735
tear,64.32461626043097
anniversary,-80.88448712243282
congratulation_loreen,-52.26356765139855
main,71.94339202249671
crap,61.99656849317341
mel_giedroyc,-72.3718863377332
appreciate,-65.1441857765861
let_know,63.32621856828718
good_thing,-58.02350909516209
mr,-63.38458146601259
ballad,-66.33785003093949
quality,64.55479868039407
lady,69.8911344984669
eurofan,64.35683074996325
quiz,-61.357647286861116
fine,-69.59254889853217
host_city,-61.30068260519548
completely,68.7301904103814
strike,-60.6249671563392
eurovison,-62.55799296931251
caneloryder,68.49698925078313
junior,-73.91330522874725
worldwide,66.61076323551057
tho,60.74650998757391
thanks,-60.995085324182305
suppose,-73.76775897008106
sun,-63.41809530277785
strange,59.109079299941456
gorgeous,72.16382216563328
sweet,-71.82465033936904
sam,-62.53056643308785
basically,65.85456947504747
car,61.49472820496712
retweet,67.67469215085826
euroclub,-63.70578631241483
famous,-73.1120943394372
officially,-68.3776285009175
w,67.31153938834369
crypto,-75.88315986621414
whilst,57.37979923320615
vesna,60.70477389852188
blancapaloma,61.094152521795486
similar,-71.15792904859923
mark,-67.21513247009239
semis,-70.12197661559715
original,68.55908601743253
ruin,64.72311178136052
hi,62.848328021907875
hat,63.94561048321455
app,69.32515984135064
suit,73.28391719017498
fly,-60.55306121770172
commentary,-70.20366822342127
invite,72.47028846073952
challenge,71.01141982828432
successful,70.9177311243705
rest_world,61.46799103549637
clear,-75.0005697913104
club,66.32078189164547
smash,-66.74891499362685
stupid,64.3366529319531
ride,-68.24690333986221
easy,-70.52797063655566
image,70.32977536001292
info,-59.186323237351
dog,64.3325884219566
national,-77.90095427706036
example,-71.3004099938131
brand,-70.55468092510873
dear,64.79066976805184
lalisa,72.88443236727252
usual,70.05885746931747
eurovisionliverpool,-72.29177643228087
achieve,-67.05331451619426
couple,-66.12321251680979
difference,64.18619361465124
key,-60.1655804517572
price,-70.78756587897914
salena,70.49944948975079
focus,-76.4317303117351
exactly,-66.12862443675853
sort,64.30339974357588
p,-63.76883449155074
hopefully,63.66833249087602
load,-59.39922367708999
classic,-66.9676104382705
covid,-70.79086502029269
sonia,66.588781327707
effort,69.30954979593145
force,71.7327695198302
apart,67.44183370260967
provide,79.08061298086294
excellent,61.873271304664655
general,-65.74330630819048
suck,-62.92881089014708
hero,66.83723819103326
click_link,-66.71632822895863
bojan,-67.57652550835863
boring,61.81719384425016
shop,73.34880710067151
bet_odd,-55.45267563382252
hashemi_amp,68.12911325619748
fill,-65.84065819799272
fishtanklive,-70.07693217422629
cut,-67.26411288919392
student,69.31987958164002
sense,63.70003184397149
spoiler,-70.51254346356778
analysis,64.254155347701
reach,68.21094145401247
bear,64.07571365302289
trophy,-62.12676369131066
kate,77.71128748860741
talented,-73.80535691751953
remo_forrer,-61.20275244505729
ass,-69.71328468776802
participant,63.49520856294415
international,64.99992699498331
hildabacicookathon,-71.87955531059416
play_piano,-66.49199194907524
round,-61.697896437436825
website,-67.3152577241649
download,67.84820866823226
victor,-62.10340624285253
samryder,60.369548059165375
y,57.81547020851705
underrated,63.27704694285661
honest,62.97271017934329
reiley,66.05863454148256
esc_eurovisionsongcont,-62.367568237494446
madness,-64.47534330685265
obsessed,-56.52082629363642
mix,70.06519511518022
edgar_allan,57.198440488882525
finale,-62.05187326579907
explore,-63.326815738859715
sale,71.22448414154577
pull,-65.97913842080094
admit,-77.4398056836737
party_start,62.393101364147576
reference,-71.23414909166878
dance_break,61.75995887275895
songfestival,57.83527977275848
simple,-66.75659213277689
colleague,-64.5007379908954
sbseurovison,66.15844230876449
congratulations_sweden,58.30695410067342
year_abba,63.68376687579572
lad,-66.3786550742184
lover,71.56374393841816
fast,-66.320778234668
notice,58.3686825280076
currently,-61.3157384753283
edgar,65.53769533701659
attention,67.36010732917923
town,-70.14690778130824
bennet_ebu,52.21334455116461
sister_crown,-65.91114877388388
support_ukraine,-61.41317680714657
touch,-60.323747207457885
victor_vernicos,-59.08173180910547
doubt,57.746512989125726
bennettchloe_hashemiebu,-57.907485187798024
title,66.10052975147994
fashion,-70.55521150957513
tip,67.33235253285503
search,63.6913387383072
n,71.15594185765542
hilarious,-62.2781355828081
taste,63.16352943305891
chorus,-64.64860959759567
seat,68.24160355020543
entertainment,-71.87222422233927
normal,-66.9983766269391
interested,66.12519300480577
congratulations,57.84798154527709
dance_party,82.43778919603515
cultural,73.00206897551915
insane,-60.21852162615683
second_half,55.58468524057097
bloody,-62.8527054153309
finn,-59.90051866302975
great_job,-59.0774349390347
plagiarism,-64.13947999311539
programme,-68.1255755922904
stan,61.67466755051838
jann,-56.287252572090594
anthem,-68.21935815011717
appearance,-61.06906466426285
shout,-66.56119739569588
england,-66.32408681175161
gold,-67.86559957828831
code,-69.87623040287173
credit,-65.34771098032468
mi,-67.71535366364542
metrofmaward_notmyke,-73.77187546412935
opening_ceremony,59.26752857866396
young,65.5253794062298
fanart,57.554963176913034
spectacular,67.35152444085378
bigeurovisionwelcome,48.83666886022271
city_centre,-60.83533594008805
tshirt,-71.14727991394885
o,-78.19638818454213
pakistan,-68.01565651842975
m_solo,61.805229452384026
welcome_party,54.12628341093823
alive,60.288801321237045
alessandra_queen,62.88353890853657
dead,59.222978932783555
princessofwale,64.31101038124376
phenomenal,59.73402761770242
burn_daylight,71.42346707831744
action,62.35825374677563
spanish,-62.9211063296687
theodor_andrei,-61.41746718518734
opening,-65.81538167765642
finalist,-65.72505817769574
dm,-66.36236144924531
pack,-64.55658071595772
dark_horse,54.683710322388464
reflect,-64.90685356561607
daily,-61.54154722570652
son,-67.31158909472408
televoting,-61.872431693448995
warm,-65.56711027933507
pique_jack,61.381596835381586
lack,-70.89811879897185
social_medium,67.65284003363725
complain,58.36063803615413
choir,-63.19021316106226
police,-62.040860033574724
btc,78.14471440422574
major,-65.32462908964976
mengoni,-53.8444920415766
series,72.43434908286574
fyp,-67.10688587985298
badly,60.45102482107766
awful,-60.60402863722237
mothersday_mothersday,67.7788903516562
professional,69.73566758444272
select,64.22144425374653
battle,-63.494679446222285
water,-66.18093630617226
studio,-69.09265969824354
folk,-64.39702201574329
queencharlotte_caneloryder,75.52182727003256
count,-60.10189828636894
disappointed,-59.16280581852458
visual,-66.7086706660987
sudden_light,-58.2288059752491
volunteer,60.105824352897535
eurovisiongr_krij,-53.86172893135822
congrat_sweden,-53.997973610777485
paint,65.65694625869924
lt,65.37225021764031
blast,64.01726852804578
official_single,-56.0243857290401
spectacle,67.81506511753973
delegation,-65.02048923769885
teach,-66.49253538678198
cost,-69.33205400810293
movie,-66.28105196569769
obvious,67.01943780679186
video_tiktok,-55.66577124223197
m_vite,-66.95896828680495
